study_type,ckpt_dir,mode,dataset_name,sparsity_bias,prune_bias,quant_bias,dense_ppl,policy_ppl,fixed_ppl,random_ppl,drift_aware_ppl,emc_ppl,lrm_ppl,ecov_ppl,dcp_ppl,qnr_ppl,dynr_ppl,dense_keep_all,policy_keep_all,policy_keep_eff,policy_prune_keep,policy_quant_ratio,fixed_keep_all,fixed_prune_keep,fixed_quant_ratio,random_keep_all,random_prune_keep,random_quant_ratio
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,-3.0,0.0,0.0,9.572114832340604,9.67305393989785,9.872511033434824,9.757333983955958,9.88545468588332,9.85942385523155,9.84683481637022,,,,,1.0,0.5025000048180421,0.5025000048180421,1.0,1.0,0.5,1.0,1.0,0.5000000127901634,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,-4.0,0.0,0.0,9.572114832340604,9.681244234860506,9.874198374322493,9.757333983955958,9.88979983451172,9.840986790104743,9.969800232126884,,,,,1.0,0.5195833356430133,0.5195833356430133,1.0,1.0,0.5,1.0,1.0,0.5000000127901634,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,-5.0,0.0,0.0,9.572114832340604,9.65527967977939,9.875001971341325,9.726098364780048,9.825862141198364,9.852846681875189,9.832981432383107,,,,,1.0,0.5408333382258813,0.5408333382258813,1.0,1.0,0.5,1.0,1.0,0.5500000138456623,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,-6.0,0.0,0.0,9.572114832340604,9.622334570312164,9.721271340334855,9.72324933925784,9.903088514878537,9.82594210459455,9.942576296803574,,,,,1.0,0.5620833373938997,0.5620833373938997,1.0,1.0,0.6000000238418579,1.0,1.0,0.5500000138456623,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,-7.0,0.0,0.0,9.572114832340604,9.640361991030089,9.721271340334855,9.70214509823326,9.818028884287314,9.785245119214771,9.82706166047188,,,,,1.0,0.5966666681692004,0.5966666681692004,1.0,1.0,0.6000000238418579,1.0,1.0,0.6000000156462193,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,-8.0,0.0,0.0,9.572114832340604,9.647817952143912,9.721271340334855,9.70230301203624,9.76813909490835,9.707120617900138,9.70096082663287,,,,,1.0,0.6483333357920249,0.6483333357920249,1.0,1.0,0.6000000238418579,1.0,1.0,0.6500000176330407,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,-8.5,0.0,0.0,9.572114832340604,9.616776396318723,9.802141786670989,9.724040651512889,9.735046563111254,9.66966959296008,9.713600513219372,,,,,1.0,0.7062500037873785,0.7062500037873785,1.0,1.0,0.7000000178813934,1.0,1.0,0.7000000163912773,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,-9.0,0.0,0.0,9.572114832340604,9.613802918095564,9.610830359262886,9.64593379670568,9.686760837718644,9.636048015880837,9.727048225452643,,,,,1.0,0.7754166710500916,0.7754166710500916,1.0,1.0,0.800000011920929,1.0,1.0,0.8000000076989333,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,-9.5,0.0,0.0,9.572114832340604,9.610830359262886,9.610830359262886,9.620768562573684,9.645462815343173,9.644677897508611,9.658501786846386,,,,,1.0,0.833750003327926,0.833750003327926,1.0,1.0,0.800000011920929,1.0,1.0,0.8500000009934108,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,-10.0,0.0,0.0,9.572114832340604,9.58357270071438,9.639969731677065,9.599027428920277,9.588565444910271,9.610830359262886,9.599339902346864,,,,,1.0,0.8904166681071123,0.8904166681071123,1.0,1.0,0.8999999761581421,1.0,1.0,0.8999999957780044,1.0,1.0
