ckpt_dir,mode,dataset_name,sparsity_bias,prune_bias,quant_bias,policy_ppl,fixed_ppl,policy_keep_all,policy_prune_keep,policy_quant_ratio,fixed_keep_all,fixed_prune_keep,fixed_quant_ratio,sparsity_levels_kappa_order,policy_action_probs_kappa_order,fixed_levels_kappa_order,fixed_action_probs_kappa_order
RL_LCE_Quest8_PruneQuant-20251030-202125,3600,wikitext,0.0,10.0,0.0,12.039723753255837,13.273877300326403,0.47455357467489584,0.637053597186293,0.5008370535714286,0.45000000298023224,0.6370536174092974,0.5008370535714286,0.200000|1.000000,0.000000|0.000000|0.000000|0.000000|0.153460|0.000000|0.000000|0.503348|0.000000|0.000000|0.000000|0.000000|0.000000|0.031808|0.000000|0.000000|0.309710|0.001674,0.000000|0.000000|0.000000|0.000000|0.131696|0.000558|0.000000|0.554688|0.000558|0.000000|0.000000|0.000000|0.000000|0.053013|0.000000|0.000000|0.258929|0.000558,0.000000|0.000000|0.000000|0.000000|0.131696|0.000558|0.000000|0.554688|0.000558|0.000000|0.000000|0.000000|0.000000|0.053013|0.000000|0.000000|0.258929|0.000558
RL_LCE_Quest8_PruneQuant-20251030-202125,3600,wikitext,0.0,0.0,0.0,11.176166078697262,12.542057686890011,0.47857143157827003,0.7284598387777805,0.5002790178571429,0.5,0.7284598462283611,0.5002790178571429,0.200000|1.000000,0.000000|0.000000|0.000000|0.000000|0.483817|0.000000|0.000000|0.167969|0.000000|0.000000|0.000000|0.000000|0.000000|0.158482|0.000000|0.000000|0.189174|0.000558,0.000000|0.000000|0.000000|0.000000|0.415737|0.000000|0.000000|0.209263|0.000000|0.000000|0.000000|0.000000|0.000000|0.226562|0.000000|0.000000|0.147879|0.000558,0.000000|0.000000|0.000000|0.000000|0.415737|0.000000|0.000000|0.209263|0.000000|0.000000|0.000000|0.000000|0.000000|0.226562|0.000000|0.000000|0.147879|0.000558
RL_LCE_Quest8_PruneQuant-20251030-202125,3600,wikitext,0.0,5.0,0.0,11.561540918230634,12.869073230185291,0.4799107165474977,0.6822544868503299,0.5005580357142857,0.5,0.6822544820606709,0.5005580357142857,0.200000|1.000000,0.000000|0.000000|0.000000|0.000000|0.343192|0.000000|0.000000|0.306920|0.000000|0.000000|0.000000|0.000000|0.000000|0.068080|0.000000|0.000000|0.280692|0.001116,0.000000|0.000000|0.000000|0.000000|0.314174|0.000558|0.000000|0.310268|0.000000|0.000000|0.000000|0.000000|0.000000|0.096540|0.000000|0.000000|0.277902|0.000558,0.000000|0.000000|0.000000|0.000000|0.314174|0.000558|0.000000|0.310268|0.000000|0.000000|0.000000|0.000000|0.000000|0.096540|0.000000|0.000000|0.277902|0.000558
RL_LCE_Quest8_PruneQuant-20251030-202125,3600,wikitext,0.0,10.0,0.0,12.039723753255837,13.273877300326403,0.47455357467489584,0.637053597186293,0.5008370535714286,0.45000000298023224,0.6370536174092974,0.5008370535714286,0.200000|1.000000,0.000000|0.000000|0.000000|0.000000|0.153460|0.000000|0.000000|0.503348|0.000000|0.000000|0.000000|0.000000|0.000000|0.031808|0.000000|0.000000|0.309710|0.001674,0.000000|0.000000|0.000000|0.000000|0.131696|0.000558|0.000000|0.554688|0.000558|0.000000|0.000000|0.000000|0.000000|0.053013|0.000000|0.000000|0.258929|0.000558,0.000000|0.000000|0.000000|0.000000|0.131696|0.000558|0.000000|0.554688|0.000558|0.000000|0.000000|0.000000|0.000000|0.053013|0.000000|0.000000|0.258929|0.000558
RL_LCE_Quest8_PruneQuant-20251030-202125,3600,wikitext,0.0,20.0,0.0,12.529815562252995,13.767070925179203,0.47410714586398434,0.6013393082789013,0.501953125,0.45000000298023224,0.6013393082789013,0.501953125,0.200000|1.000000,0.000000|0.000000|0.000000|0.000000|0.003906|0.000000|0.000000|0.653460|0.000000|0.000000|0.000000|0.000000|0.000000|0.002790|0.000000|0.000000|0.335938|0.003906,0.000000|0.000000|0.000000|0.000000|0.004464|0.000000|0.000000|0.679129|0.003906|0.000000|0.000000|0.000000|0.000000|0.002232|0.000000|0.000000|0.310268|0.000000,0.000000|0.000000|0.000000|0.000000|0.004464|0.000000|0.000000|0.679129|0.003906|0.000000|0.000000|0.000000|0.000000|0.002232|0.000000|0.000000|0.310268|0.000000
RL_LCE_Quest8_PruneQuant-20251030-202125,3600,wikitext,0.0,0.0,-20.0,11.234004700191536,12.266058021950517,0.4982142902112433,0.7286830496575151,1.0,0.5,0.7286830603012017,1.0,0.200000|1.000000,0.000000|0.000000|0.000000|0.000000|0.000000|0.401786|0.000000|0.000000|0.225446|0.000000|0.000000|0.000000|0.000000|0.000000|0.241629|0.000000|0.000000|0.131138,0.000000|0.000000|0.000000|0.000000|0.000000|0.414062|0.000000|0.000000|0.210938|0.000000|0.000000|0.000000|0.000000|0.000000|0.229353|0.000000|0.000000|0.145647,0.000000|0.000000|0.000000|0.000000|0.000000|0.414062|0.000000|0.000000|0.210938|0.000000|0.000000|0.000000|0.000000|0.000000|0.229353|0.000000|0.000000|0.145647
RL_LCE_Quest8_PruneQuant-20251030-202125,3600,wikitext,0.0,0.0,-18.0,11.234004700191536,12.266058021950517,0.4982142902112433,0.7286830496575151,1.0,0.5,0.7286830603012017,1.0,0.200000|1.000000,0.000000|0.000000|0.000000|0.000000|0.000000|0.401786|0.000000|0.000000|0.225446|0.000000|0.000000|0.000000|0.000000|0.000000|0.241629|0.000000|0.000000|0.131138,0.000000|0.000000|0.000000|0.000000|0.000000|0.414062|0.000000|0.000000|0.210938|0.000000|0.000000|0.000000|0.000000|0.000000|0.229353|0.000000|0.000000|0.145647,0.000000|0.000000|0.000000|0.000000|0.000000|0.414062|0.000000|0.000000|0.210938|0.000000|0.000000|0.000000|0.000000|0.000000|0.229353|0.000000|0.000000|0.145647
RL_LCE_Quest8_PruneQuant-20251030-202125,3600,wikitext,0.0,0.0,-16.0,11.234004700191536,12.266058021950517,0.4982142902112433,0.7286830496575151,1.0,0.5,0.7286830603012017,1.0,0.200000|1.000000,0.000000|0.000000|0.000000|0.000000|0.000000|0.401786|0.000000|0.000000|0.225446|0.000000|0.000000|0.000000|0.000000|0.000000|0.241629|0.000000|0.000000|0.131138,0.000000|0.000000|0.000000|0.000000|0.000000|0.414062|0.000000|0.000000|0.210938|0.000000|0.000000|0.000000|0.000000|0.000000|0.229353|0.000000|0.000000|0.145647,0.000000|0.000000|0.000000|0.000000|0.000000|0.414062|0.000000|0.000000|0.210938|0.000000|0.000000|0.000000|0.000000|0.000000|0.229353|0.000000|0.000000|0.145647
RL_LCE_Quest8_PruneQuant-20251030-202125,3600,wikitext,0.0,0.0,-15.0,11.234004700191536,12.266058021950517,0.4982142902112433,0.7286830496575151,1.0,0.5,0.7286830603012017,1.0,0.200000|1.000000,0.000000|0.000000|0.000000|0.000000|0.000000|0.401786|0.000000|0.000000|0.225446|0.000000|0.000000|0.000000|0.000000|0.000000|0.241629|0.000000|0.000000|0.131138,0.000000|0.000000|0.000000|0.000000|0.000000|0.414062|0.000000|0.000000|0.210938|0.000000|0.000000|0.000000|0.000000|0.000000|0.229353|0.000000|0.000000|0.145647,0.000000|0.000000|0.000000|0.000000|0.000000|0.414062|0.000000|0.000000|0.210938|0.000000|0.000000|0.000000|0.000000|0.000000|0.229353|0.000000|0.000000|0.145647
RL_LCE_Quest8_PruneQuant-20251030-202125,3600,wikitext,0.0,0.0,-14.0,11.234004700191536,12.266058021950517,0.4982142902112433,0.7286830496575151,1.0,0.5,0.7286830603012017,1.0,0.200000|1.000000,0.000000|0.000000|0.000000|0.000000|0.000000|0.401786|0.000000|0.000000|0.225446|0.000000|0.000000|0.000000|0.000000|0.000000|0.241629|0.000000|0.000000|0.131138,0.000000|0.000000|0.000000|0.000000|0.000000|0.414062|0.000000|0.000000|0.210938|0.000000|0.000000|0.000000|0.000000|0.000000|0.229353|0.000000|0.000000|0.145647,0.000000|0.000000|0.000000|0.000000|0.000000|0.414062|0.000000|0.000000|0.210938|0.000000|0.000000|0.000000|0.000000|0.000000|0.229353|0.000000|0.000000|0.145647
